Start_date,End_date,Difference
2017-07-03,2017-07-10,1.810599999999999
2017-07-04,2017-07-11,1.8178
2017-07-05,2017-07-12,1.7898999999999994
2017-07-06,2017-07-13,1.8018999999999998
2017-07-07,2017-07-14,1.7941000000000003
2017-07-10,2017-07-17,1.8150999999999993
2017-07-11,2017-07-18,1.8322000000000003
2017-07-12,2017-07-19,1.9019999999999992
2017-07-13,2017-07-20,1.893699999999999
2017-07-14,2017-07-21,1.9513999999999996
2017-07-17,2017-07-24,2.01
2017-07-18,2017-07-25,2.1182999999999996
2017-07-19,2017-07-26,2.1069999999999993
2017-07-20,2017-07-27,2.0748999999999995
2017-07-21,2017-07-28,2.157
2017-07-24,2017-07-31,2.1431000000000004
2017-07-25,2017-08-01,2.2165999999999997
2017-07-26,2017-08-02,2.1945999999999994
2017-07-27,2017-08-03,2.2215
2017-07-28,2017-08-04,2.2266999999999992
2017-07-31,2017-08-07,2.2376999999999994
2017-08-01,2017-08-08,2.2699999999999996
2017-08-02,2017-08-09,2.2676999999999996
2017-08-03,2017-08-10,2.2661999999999995
2017-08-04,2017-08-11,2.2840999999999996
2017-08-07,2017-08-14,2.2211999999999996
2017-08-08,2017-08-15,2.2813
2017-08-09,2017-08-16,2.2108
2017-08-10,2017-08-17,2.2150999999999996
2017-08-11,2017-08-18,2.1846999999999994
2017-08-14,2017-08-21,2.2485
2017-08-15,2017-08-22,2.2077
2017-08-16,2017-08-23,2.2205999999999992
2017-08-17,2017-08-24,2.2009
2017-08-18,2017-08-25,2.2352
2017-08-21,2017-08-28,2.273199999999999
2017-08-22,2017-08-29,2.2696999999999994
2017-08-23,2017-08-30,2.2794
2017-08-24,2017-08-31,2.3301999999999996
2017-08-25,2017-09-01,2.3575
2017-08-28,2017-09-04,2.4055
2017-08-29,2017-09-05,2.4602999999999993
2017-08-30,2017-09-06,2.3808
2017-08-31,2017-09-07,2.3255
2017-09-01,2017-09-08,2.4076999999999993
2017-09-04,2017-09-11,2.3662
2017-09-05,2017-09-12,2.3685
2017-09-06,2017-09-13,2.3972999999999995
2017-09-07,2017-09-14,2.4087999999999994
2017-09-08,2017-09-15,2.4532
2017-09-11,2017-09-18,2.3613
2017-09-12,2017-09-19,2.3291999999999993
2017-09-13,2017-09-20,2.3267999999999995
2017-09-14,2017-09-21,2.2675
2017-09-15,2017-09-22,2.3693
2017-09-18,2017-09-25,2.3544
2017-09-19,2017-09-26,2.3691999999999993
2017-09-20,2017-09-27,2.3903
2017-09-21,2017-09-28,2.3584999999999994
2017-09-22,2017-09-29,2.3809999999999993
2017-09-25,2017-10-02,2.3587
2017-09-26,2017-10-03,2.2957
2017-09-27,2017-10-04,2.2211999999999996
2017-09-28,2017-10-05,2.2275
2017-09-29,2017-10-06,2.1997999999999998
2017-10-02,2017-10-09,2.1879
2017-10-03,2017-10-10,2.1841999999999997
2017-10-04,2017-10-11,2.2371
2017-10-05,2017-10-12,2.2094999999999994
2017-10-06,2017-10-13,2.1669
2017-10-09,2017-10-16,2.1876999999999995
2017-10-10,2017-10-17,2.2258999999999993
2017-10-11,2017-10-18,2.2443
2017-10-12,2017-10-19,2.2775999999999996
2017-10-13,2017-10-20,2.2646999999999995
2017-10-16,2017-10-23,2.2817999999999996
2017-10-17,2017-10-24,2.2414999999999994
2017-10-18,2017-10-25,2.2078999999999995
2017-10-19,2017-10-26,2.2131
2017-10-20,2017-10-27,2.2062
2017-10-23,2017-10-30,2.1755999999999993
2017-10-24,2017-10-31,2.1898
2017-10-25,2017-11-01,2.1637000000000004
2017-10-26,2017-11-02,2.1007999999999996
2017-10-27,2017-11-03,1.9562999999999988
2017-10-30,2017-11-06,2.004999999999999
2017-10-31,2017-11-07,1.988999999999999
2017-11-01,2017-11-08,2.024799999999999
2017-11-02,2017-11-09,2.0282999999999998
2017-11-03,2017-11-10,2.036299999999999
2017-11-06,2017-11-13,2.0291999999999994
2017-11-07,2017-11-14,1.9954
2017-11-08,2017-11-15,1.9989999999999988
2017-11-09,2017-11-16,2.043899999999999
2017-11-10,2017-11-17,2.058399999999999
2017-11-13,2017-11-20,2.0296000000000003
2017-11-14,2017-11-21,2.0053
2017-11-15,2017-11-22,1.9367999999999999
2017-11-16,2017-11-23,1.9697999999999993
2017-11-17,2017-11-24,1.9347999999999992
2017-11-20,2017-11-27,1.913499999999999
2017-11-21,2017-11-28,1.9039000000000001
2017-11-22,2017-11-29,1.9399999999999995
2017-11-23,2017-11-30,2.0366
2017-11-24,2017-12-01,2.0383999999999993
2017-11-27,2017-12-04,2.0120000000000005
2017-11-28,2017-12-05,1.9750999999999994
2017-11-29,2017-12-06,1.9361999999999995
2017-11-30,2017-12-07,1.8681
2017-12-01,2017-12-08,1.8634000000000004
2017-12-04,2017-12-11,1.8565000000000005
2017-12-05,2017-12-12,1.8810000000000002
2017-12-06,2017-12-13,1.9152000000000005
2017-12-07,2017-12-14,1.8995999999999995
2017-12-08,2017-12-15,1.8547999999999991
2017-12-11,2017-12-18,1.794599999999999
2017-12-12,2017-12-19,1.8224999999999998
2017-12-13,2017-12-20,1.8004999999999995
2017-12-14,2017-12-21,1.9171999999999993
2017-12-15,2017-12-22,1.886099999999999
2017-12-18,2017-12-27,1.815199999999999
2017-12-19,2017-12-28,1.8094999999999999
2017-12-20,2017-12-29,1.8411999999999988
2017-12-21,2018-01-02,1.7621000000000002
2017-12-22,2018-01-03,1.8232
2017-12-27,2018-01-04,1.8827999999999996
2017-12-28,2018-01-05,1.904399999999999
2017-12-29,2018-01-08,1.9673999999999996
2018-01-02,2018-01-09,2.070599999999999
2018-01-03,2018-01-10,2.0679
2018-01-04,2018-01-11,2.0783000000000005
2018-01-05,2018-01-12,2.0846
2018-01-08,2018-01-15,2.0890000000000004
2018-01-09,2018-01-16,2.0669000000000004
2018-01-10,2018-01-17,2.1296999999999997
2018-01-11,2018-01-18,2.1226000000000003
2018-01-12,2018-01-19,2.2140999999999993
2018-01-15,2018-01-22,2.2951999999999995
2018-01-16,2018-01-23,2.2977
2018-01-17,2018-01-24,2.2874999999999996
2018-01-18,2018-01-25,2.3249999999999993
2018-01-19,2018-01-26,2.319
2018-01-22,2018-01-29,2.3103999999999996
2018-01-23,2018-01-30,2.3039999999999994
2018-01-24,2018-01-31,2.3781
2018-01-25,2018-02-01,2.4463
2018-01-26,2018-02-02,2.4806
2018-01-29,2018-02-05,2.4537999999999993
2018-01-30,2018-02-06,2.4734999999999996
2018-01-31,2018-02-07,2.4963999999999995
2018-02-01,2018-02-08,2.4907999999999992
2018-02-02,2018-02-09,2.5145
2018-02-05,2018-02-12,2.4467
2018-02-06,2018-02-13,2.3043999999999993
2018-02-07,2018-02-14,2.3415
2018-02-08,2018-02-15,2.2668
2018-02-09,2018-02-16,2.1887999999999996
2018-02-12,2018-02-19,2.2237
2018-02-13,2018-02-20,2.2733999999999996
2018-02-14,2018-02-21,2.3049
2018-02-15,2018-02-22,2.38
2018-02-16,2018-02-23,2.4052
2018-02-19,2018-02-26,2.3903999999999996
2018-02-20,2018-02-27,2.3374999999999995
2018-02-21,2018-02-28,2.3409999999999993
2018-02-22,2018-03-01,2.2794999999999996
2018-02-23,2018-03-02,2.3042999999999996
2018-02-26,2018-03-05,2.3556
2018-02-27,2018-03-06,2.3446
2018-02-28,2018-03-07,2.3
2018-03-01,2018-03-08,2.2355
2018-03-02,2018-03-09,2.3606999999999996
2018-03-05,2018-03-12,2.3446999999999996
2018-03-06,2018-03-13,2.4269
2018-03-07,2018-03-14,2.3785999999999996
2018-03-08,2018-03-15,2.3522
2018-03-09,2018-03-16,2.3659999999999997
2018-03-12,2018-03-19,2.3975999999999997
2018-03-13,2018-03-20,2.4322
2018-03-14,2018-03-21,2.4330999999999996
2018-03-15,2018-03-22,2.4681999999999995
2018-03-16,2018-03-23,2.4567999999999994
2018-03-19,2018-03-26,2.4377999999999993
2018-03-20,2018-03-27,2.4448999999999996
2018-03-21,2018-03-28,2.4376999999999995
2018-03-22,2018-04-03,2.4337999999999997
2018-03-23,2018-04-04,2.4196999999999997
2018-03-26,2018-04-05,2.4684999999999997
2018-03-27,2018-04-06,2.4475
2018-03-28,2018-04-09,2.3950999999999993
2018-04-03,2018-04-10,2.3450999999999995
2018-04-04,2018-04-11,2.3241999999999994
2018-04-05,2018-04-12,2.3522999999999996
2018-04-06,2018-04-13,2.3369
2018-04-09,2018-04-16,2.3796
2018-04-10,2018-04-17,2.3679999999999994
2018-04-11,2018-04-18,2.4032999999999998
2018-04-12,2018-04-19,2.3842999999999996
2018-04-13,2018-04-20,2.4072999999999993
2018-04-16,2018-04-23,2.4156999999999993
2018-04-17,2018-04-24,2.4051
2018-04-18,2018-04-25,2.4152999999999993
2018-04-19,2018-04-26,2.4333
2018-04-20,2018-04-27,2.3691999999999993
2018-04-23,2018-04-30,2.3068999999999997
2018-04-24,2018-05-02,2.2882
2018-04-25,2018-05-03,2.2077
2018-04-26,2018-05-04,2.2223999999999995
2018-04-27,2018-05-07,2.1699
2018-04-30,2018-05-08,2.1734
2018-05-02,2018-05-09,2.097299999999999
2018-05-03,2018-05-11,2.1282999999999994
2018-05-04,2018-05-14,2.1149000000000004
2018-05-07,2018-05-15,2.0906000000000002
2018-05-08,2018-05-16,2.065199999999999
2018-05-09,2018-05-18,2.0870999999999995
2018-05-11,2018-05-22,2.1762999999999995
2018-05-14,2018-05-23,2.1933
2018-05-15,2018-05-24,2.1212
2018-05-16,2018-05-25,2.049899999999999
2018-05-18,2018-05-28,2.0429999999999993
2018-05-22,2018-05-29,2.1258999999999997
2018-05-23,2018-05-30,2.0528999999999993
2018-05-24,2018-05-31,2.0883000000000003
2018-05-25,2018-06-01,2.0449
2018-05-28,2018-06-04,2.0039999999999996
2018-05-29,2018-06-05,1.8994999999999997
2018-05-30,2018-06-06,1.9655000000000005
2018-05-31,2018-06-07,2.0199999999999996
2018-06-01,2018-06-08,2.003499999999999
2018-06-04,2018-06-11,2.075799999999999
2018-06-05,2018-06-12,2.034699999999999
2018-06-06,2018-06-13,2.077399999999999
2018-06-07,2018-06-14,2.1449
2018-06-08,2018-06-15,2.082799999999999
2018-06-11,2018-06-18,2.1136
2018-06-12,2018-06-19,2.161299999999999
2018-06-13,2018-06-20,2.1502
2018-06-14,2018-06-21,2.1358999999999995
2018-06-15,2018-06-22,2.038599999999999
2018-06-18,2018-06-25,2.0487
2018-06-19,2018-06-26,1.9450000000000003
2018-06-20,2018-06-27,1.9937000000000005
2018-06-21,2018-06-28,2.003499999999999
2018-06-22,2018-06-29,2.0741999999999994
2018-06-25,2018-07-02,2.078099999999999
2018-06-26,2018-07-03,2.0573999999999995
2018-06-27,2018-07-04,2.0124999999999993
2018-06-28,2018-07-05,1.9931999999999999
2018-06-29,2018-07-06,2.0136000000000003
2018-07-02,2018-07-09,2.008899999999999
2018-07-03,2018-07-10,2.058
2018-07-04,2018-07-11,2.061
2018-07-05,2018-07-12,2.109399999999999
2018-07-06,2018-07-13,2.1183999999999994
2018-07-09,2018-07-16,2.1803999999999997
2018-07-10,2018-07-17,2.1347000000000005
2018-07-11,2018-07-18,2.123099999999999
2018-07-12,2018-07-19,2.071299999999999
2018-07-13,2018-07-20,2.0275999999999996
2018-07-16,2018-07-23,2.0845000000000002
2018-07-17,2018-07-24,2.068299999999999
2018-07-18,2018-07-25,1.9885000000000002
2018-07-19,2018-07-26,1.9084000000000003
2018-07-20,2018-07-27,1.9543
2018-07-23,2018-07-30,2.0183
2018-07-24,2018-07-31,2.0052000000000003
2018-07-25,2018-08-01,2.004299999999999
2018-07-26,2018-08-02,2.0250000000000004
2018-07-27,2018-08-03,1.9695999999999998
2018-07-30,2018-08-06,2.0168
2018-07-31,2018-08-07,2.0488
2018-08-01,2018-08-08,2.0175
2018-08-02,2018-08-09,1.9550999999999998
2018-08-03,2018-08-10,1.9389000000000003
2018-08-06,2018-08-13,1.9140999999999995
2018-08-07,2018-08-14,1.9839000000000002
2018-08-08,2018-08-15,1.9488000000000003
2018-08-09,2018-08-16,1.9396000000000004
2018-08-10,2018-08-17,1.850999999999999
2018-08-13,2018-08-20,1.8154000000000003
2018-08-14,2018-08-21,1.8193000000000001
2018-08-15,2018-08-22,1.7359999999999989
2018-08-16,2018-08-23,1.717699999999999
2018-08-17,2018-08-24,1.6748999999999992
2018-08-20,2018-08-27,1.7029999999999994
2018-08-21,2018-08-28,1.7347000000000001
2018-08-22,2018-08-29,1.8384
2018-08-23,2018-08-30,1.8398000000000003
2018-08-24,2018-08-31,1.8070000000000004
2018-08-27,2018-09-03,1.8350999999999988
2018-08-28,2018-09-04,1.8681
2018-08-29,2018-09-05,1.8125999999999998
2018-08-30,2018-09-06,1.859
2018-08-31,2018-09-07,1.8341999999999992
2018-09-03,2018-09-10,1.8150999999999993
2018-09-04,2018-09-11,1.7681000000000004
2018-09-05,2018-09-12,1.7554999999999996
2018-09-06,2018-09-13,1.7693999999999992
2018-09-07,2018-09-14,1.7569999999999997
2018-09-10,2018-09-17,1.7867999999999995
2018-09-11,2018-09-18,1.8096999999999994
2018-09-12,2018-09-19,1.8575
2018-09-13,2018-09-20,1.9339999999999993
2018-09-14,2018-09-21,1.9385999999999992
2018-09-17,2018-09-24,1.9794
2018-09-18,2018-09-25,2.0101999999999993
2018-09-19,2018-09-26,1.9894999999999996
2018-09-20,2018-09-27,2.0251
2018-09-21,2018-09-28,2.026
2018-09-24,2018-10-01,2.0442
2018-09-25,2018-10-02,2.0452999999999992
2018-09-26,2018-10-03,2.0387000000000004
2018-09-27,2018-10-04,2.0563000000000002
2018-09-28,2018-10-05,1.9947
2018-10-01,2018-10-08,2.0330999999999992
2018-10-02,2018-10-09,1.9948999999999995
2018-10-03,2018-10-10,1.9940999999999995
2018-10-04,2018-10-11,1.943999999999999
2018-10-05,2018-10-12,1.9042999999999992
2018-10-08,2018-10-15,1.8885000000000005
2018-10-09,2018-10-16,1.8719999999999999
2018-10-10,2018-10-17,1.9577999999999989
2018-10-11,2018-10-18,1.9596
2018-10-12,2018-10-19,1.9924
2018-10-15,2018-10-22,2.0039999999999996
2018-10-16,2018-10-23,2.0427999999999997
2018-10-17,2018-10-24,1.994299999999999
2018-10-18,2018-10-25,1.950099999999999
2018-10-19,2018-10-26,1.9318999999999988
2018-10-22,2018-10-29,1.9344000000000001
2018-10-23,2018-10-30,1.8910999999999998
2018-10-24,2018-10-31,1.8425999999999991
2018-10-25,2018-11-01,1.8597000000000001
2018-10-26,2018-11-02,1.7845999999999993
2018-10-29,2018-11-05,1.813699999999999
2018-10-30,2018-11-06,1.7803000000000004
2018-10-31,2018-11-07,1.7319999999999993
2018-11-01,2018-11-08,1.8208000000000002
2018-11-02,2018-11-09,1.8388999999999989
2018-11-05,2018-11-12,1.7959999999999994
2018-11-06,2018-11-13,1.8202999999999996
2018-11-07,2018-11-14,1.8735999999999997
2018-11-08,2018-11-15,1.8497000000000003
2018-11-09,2018-11-16,1.762599999999999
2018-11-12,2018-11-19,1.7056000000000004
2018-11-13,2018-11-20,1.6861999999999995
2018-11-14,2018-11-21,1.6746999999999996
2018-11-15,2018-11-22,1.6780999999999988
2018-11-16,2018-11-23,1.700899999999999
2018-11-19,2018-11-26,1.7280999999999995
2018-11-20,2018-11-27,1.6675000000000004
2018-11-21,2018-11-28,1.6448999999999998
2018-11-22,2018-11-29,1.6310000000000002
2018-11-23,2018-11-30,1.5954999999999995
2018-11-26,2018-12-03,1.6104000000000003
2018-11-27,2018-12-04,1.5808999999999997
2018-11-28,2018-12-05,1.5686
2018-11-29,2018-12-06,1.6259999999999994
2018-11-30,2018-12-07,1.5976999999999997
2018-12-03,2018-12-10,1.6219999999999999
2018-12-04,2018-12-11,1.7165
2018-12-05,2018-12-12,1.674999999999999
2018-12-06,2018-12-13,1.6243999999999996
2018-12-07,2018-12-14,1.6446000000000005
2018-12-10,2018-12-17,1.6922999999999995
2018-12-11,2018-12-18,1.6446000000000005
2018-12-12,2018-12-19,1.5998
2018-12-13,2018-12-20,1.6077999999999992
2018-12-14,2018-12-21,1.556099999999999
2018-12-17,2018-12-27,1.5455000000000005
2018-12-18,2018-12-28,1.4850999999999992
2018-12-19,2018-12-31,1.4590999999999994
2018-12-20,2019-01-02,1.5295000000000005
2018-12-21,2019-01-03,1.4612999999999996
2018-12-27,2019-01-04,1.4093
2018-12-28,2019-01-07,1.4646999999999988
2018-12-31,2019-01-08,1.4839000000000002
2019-01-02,2019-01-09,1.4764
2019-01-03,2019-01-10,1.4383999999999997
2019-01-04,2019-01-11,1.5213
2019-01-07,2019-01-14,1.6081000000000003
2019-01-08,2019-01-15,1.6277999999999988
2019-01-09,2019-01-16,1.6462000000000003
2019-01-10,2019-01-17,1.7204999999999995
2019-01-11,2019-01-18,1.711599999999999
2019-01-14,2019-01-21,1.637599999999999
2019-01-15,2019-01-22,1.627699999999999
2019-01-16,2019-01-23,1.6239999999999988
2019-01-17,2019-01-24,1.6097000000000001
2019-01-18,2019-01-25,1.645999999999999
2019-01-21,2019-01-28,1.5966000000000005
2019-01-22,2019-01-29,1.5738000000000003
2019-01-23,2019-01-30,1.5893999999999995
2019-01-24,2019-01-31,1.5947999999999993
2019-01-25,2019-02-01,1.6191999999999993
2019-01-28,2019-02-04,1.6489999999999991
2019-01-29,2019-02-05,1.6769999999999996
2019-01-30,2019-02-06,1.6905999999999999
2019-01-31,2019-02-07,1.7615999999999996
2019-02-01,2019-02-08,1.7438000000000002
2019-02-04,2019-02-11,1.6944999999999997
2019-02-05,2019-02-12,1.6997999999999998
2019-02-06,2019-02-13,1.6662999999999997
2019-02-07,2019-02-14,1.6000999999999994
2019-02-08,2019-02-15,1.5620999999999992
2019-02-11,2019-02-18,1.4899000000000004
2019-02-12,2019-02-19,1.501199999999999
2019-02-13,2019-02-20,1.5381999999999998
2019-02-14,2019-02-21,1.5120000000000005
2019-02-15,2019-02-22,1.496599999999999
2019-02-18,2019-02-25,1.5647000000000002
2019-02-19,2019-02-26,1.5429999999999993
2019-02-20,2019-02-27,1.5906000000000002
2019-02-21,2019-02-28,1.5579999999999998
2019-02-22,2019-03-01,1.5504999999999995
2019-02-25,2019-03-04,1.5753000000000004
2019-02-26,2019-03-05,1.5705999999999989
2019-02-27,2019-03-06,1.6424000000000003
2019-02-28,2019-03-07,1.652099999999999
2019-03-01,2019-03-08,1.6273999999999997
2019-03-04,2019-03-11,1.5604999999999993
2019-03-05,2019-03-12,1.5199999999999996
2019-03-06,2019-03-13,1.5000999999999998
2019-03-07,2019-03-14,1.4899000000000004
2019-03-08,2019-03-15,1.3742
2019-03-11,2019-03-18,1.4832999999999998
2019-03-12,2019-03-19,1.5368999999999993
2019-03-13,2019-03-20,1.5688999999999993
2019-03-14,2019-03-21,1.5708000000000002
2019-03-15,2019-03-22,1.6050000000000004
2019-03-18,2019-03-25,1.6501000000000001
2019-03-19,2019-03-26,1.6546000000000003
2019-03-20,2019-03-27,1.6365999999999996
2019-03-21,2019-03-28,1.7260999999999989
2019-03-22,2019-03-29,1.6409000000000002
2019-03-25,2019-04-01,1.6434999999999995
2019-03-26,2019-04-02,1.6348000000000003
2019-03-27,2019-04-03,1.5629999999999988
2019-03-28,2019-04-04,1.4916999999999998
2019-03-29,2019-04-05,1.5751999999999988
2019-04-01,2019-04-08,1.5945999999999998
2019-04-02,2019-04-09,1.5611999999999995
2019-04-03,2019-04-10,1.6143999999999998
2019-04-04,2019-04-11,1.5879999999999992
2019-04-05,2019-04-12,1.5717999999999996
2019-04-08,2019-04-15,1.6089000000000002
2019-04-09,2019-04-16,1.6425999999999998
2019-04-10,2019-04-17,1.6702999999999992
2019-04-11,2019-04-23,1.6599000000000004
2019-04-12,2019-04-24,1.6907999999999994
2019-04-15,2019-04-25,1.6850000000000005
2019-04-16,2019-04-26,1.6921999999999997
2019-04-17,2019-04-29,1.6972000000000005
2019-04-23,2019-04-30,1.649099999999999
2019-04-24,2019-05-02,1.6015999999999995
2019-04-25,2019-05-03,1.4842999999999993
2019-04-26,2019-05-06,1.4907000000000004
2019-04-29,2019-05-07,1.4832999999999998
2019-04-30,2019-05-08,1.5542999999999996
2019-05-02,2019-05-09,1.4808000000000003
2019-05-03,2019-05-10,1.4065999999999992
2019-05-06,2019-05-13,1.4300999999999995
2019-05-07,2019-05-14,1.4459999999999997
2019-05-08,2019-05-15,1.3985000000000003
2019-05-09,2019-05-16,1.4108999999999998
2019-05-10,2019-05-20,1.4285999999999994
2019-05-13,2019-05-21,1.4443000000000001
2019-05-14,2019-05-22,1.4436
2019-05-15,2019-05-23,1.4087999999999994
2019-05-16,2019-05-24,1.4681999999999995
2019-05-20,2019-05-27,1.3985000000000003
2019-05-21,2019-05-28,1.3995999999999995
2019-05-22,2019-05-29,1.4356999999999989
2019-05-23,2019-05-31,1.4154999999999998
2019-05-24,2019-06-03,1.4516999999999989
2019-05-27,2019-06-04,1.4634
2019-05-28,2019-06-05,1.4908000000000001
2019-05-29,2019-06-06,1.4120999999999988
2019-05-31,2019-06-07,1.3916000000000004
2019-06-03,2019-06-11,1.4305000000000003
2019-06-04,2019-06-12,1.4690999999999992
2019-06-05,2019-06-13,1.4900000000000002
2019-06-06,2019-06-14,1.4663000000000004
2019-06-07,2019-06-17,1.4823000000000004
2019-06-11,2019-06-18,1.5417000000000005
2019-06-12,2019-06-19,1.5333000000000006
2019-06-13,2019-06-20,1.5161999999999995
2019-06-14,2019-06-21,1.4969999999999999
2019-06-17,2019-06-24,1.4543999999999997
2019-06-18,2019-06-25,1.4306
2019-06-19,2019-06-26,1.4444
2019-06-20,2019-06-27,1.6220999999999997
2019-06-21,2019-06-28,1.6128
2019-06-24,2019-07-01,1.6905000000000001
2019-06-25,2019-07-02,1.6673999999999989
2019-06-26,2019-07-03,1.6586999999999996
2019-06-27,2019-07-04,1.6549999999999994
2019-06-28,2019-07-05,1.6540999999999997
2019-07-01,2019-07-08,1.6387999999999998
2019-07-02,2019-07-09,1.6143
2019-07-03,2019-07-10,1.6189999999999998
2019-07-04,2019-07-11,1.641399999999999
2019-07-05,2019-07-12,1.617799999999999
2019-07-08,2019-07-15,1.5374999999999996
2019-07-09,2019-07-16,1.5170999999999992
2019-07-10,2019-07-17,1.5334000000000003
2019-07-11,2019-07-18,1.636899999999999
2019-07-12,2019-07-19,1.6228999999999996
2019-07-15,2019-07-22,1.6336999999999993
2019-07-16,2019-07-23,1.6244999999999994
2019-07-17,2019-07-24,1.5928000000000004
2019-07-18,2019-07-25,1.5740999999999996
2019-07-19,2019-07-26,1.6084999999999994
2019-07-22,2019-07-29,1.5878999999999994
2019-07-23,2019-07-30,1.5077999999999996
2019-07-24,2019-07-31,1.5229
2019-07-25,2019-08-01,1.530199999999999
2019-07-26,2019-08-02,1.4712999999999994
2019-07-29,2019-08-05,1.4543999999999997
2019-07-30,2019-08-06,1.4429999999999996
2019-07-31,2019-08-07,1.4039000000000001
2019-08-01,2019-08-08,1.2822999999999993
2019-08-02,2019-08-09,1.2487999999999992
2019-08-05,2019-08-12,1.2545000000000002
2019-08-06,2019-08-13,1.274099999999999
2019-08-07,2019-08-14,1.2489999999999988
2019-08-08,2019-08-15,1.222199999999999
2019-08-09,2019-08-16,1.279
2019-08-12,2019-08-19,1.2387999999999995
2019-08-13,2019-08-20,1.2544000000000004
2019-08-14,2019-08-21,1.2310999999999996
2019-08-15,2019-08-22,1.1907999999999994
2019-08-16,2019-08-23,1.1752000000000002
2019-08-19,2019-08-26,1.1966
2019-08-20,2019-08-27,1.1766000000000005
2019-08-21,2019-08-28,1.2330000000000005
2019-08-22,2019-08-29,1.2045999999999992
2019-08-23,2019-08-30,1.1716999999999995
2019-08-26,2019-09-02,1.1877999999999993
2019-08-27,2019-09-03,1.1738
2019-08-28,2019-09-04,1.1395999999999997
2019-08-29,2019-09-05,1.1075999999999997
2019-08-30,2019-09-06,1.0766999999999989
2019-09-02,2019-09-09,1.0742999999999991
2019-09-03,2019-09-10,1.0117999999999991
2019-09-04,2019-09-11,1.1109999999999989
2019-09-05,2019-09-12,1.1896000000000004
2019-09-06,2019-09-13,1.1736000000000004
2019-09-09,2019-09-16,1.2298999999999989
2019-09-10,2019-09-17,1.1936999999999998
2019-09-11,2019-09-18,1.1980000000000004
2019-09-12,2019-09-19,1.1837
2019-09-13,2019-09-20,1.2310999999999996
2019-09-16,2019-09-23,1.1937999999999995
2019-09-17,2019-09-24,1.2195
2019-09-18,2019-09-25,1.2241999999999997
2019-09-19,2019-09-26,1.2355
2019-09-20,2019-09-27,1.1585
2019-09-23,2019-09-30,1.0943000000000005
2019-09-24,2019-10-01,1.154399999999999
2019-09-25,2019-10-02,1.1294000000000004
2019-09-26,2019-10-03,1.0998999999999999
2019-09-27,2019-10-04,1.1046999999999993
2019-09-30,2019-10-07,1.084999999999999
2019-10-01,2019-10-08,1.0457
2019-10-02,2019-10-09,1.0254999999999992
2019-10-03,2019-10-10,1.0257000000000005
2019-10-04,2019-10-11,1.0717999999999996
2019-10-07,2019-10-14,1.0404
2019-10-08,2019-10-15,1.0289000000000001
2019-10-09,2019-10-16,1.0176999999999996
2019-10-10,2019-10-17,1.0577000000000005
2019-10-11,2019-10-18,1.0829000000000004
2019-10-14,2019-10-21,1.0650999999999993
2019-10-15,2019-10-22,1.027899999999999
2019-10-16,2019-10-23,0.969199999999999
2019-10-17,2019-10-24,1.0007000000000001
2019-10-18,2019-10-25,1.0016999999999996
2019-10-21,2019-10-28,1.0755999999999997
2019-10-22,2019-10-29,1.0229999999999997
2019-10-23,2019-10-30,1.0223999999999993
2019-10-24,2019-10-31,1.0631000000000004
2019-10-25,2019-11-01,1.001199999999999
2019-10-28,2019-11-04,0.9629999999999992
2019-10-29,2019-11-05,0.9116999999999997
2019-10-30,2019-11-06,0.9442000000000004
2019-10-31,2019-11-07,0.9810999999999996
2019-11-01,2019-11-08,1.0479000000000003
2019-11-04,2019-11-11,1.0606999999999989
2019-11-05,2019-11-12,1.0334000000000003
2019-11-06,2019-11-13,1.0417000000000005
2019-11-07,2019-11-14,1.0800999999999998
2019-11-08,2019-11-15,1.028599999999999
2019-11-11,2019-11-18,1.0328
2019-11-12,2019-11-19,1.0213999999999999
2019-11-13,2019-11-20,0.9602000000000004
2019-11-14,2019-11-21,0.9701000000000004
2019-11-15,2019-11-22,1.078199999999999
2019-11-18,2019-11-25,1.0539000000000005
2019-11-19,2019-11-26,1.0677000000000003
2019-11-20,2019-11-27,0.9984000000000002
2019-11-21,2019-11-28,1.0642999999999994
2019-11-22,2019-11-29,1.0312000000000001
2019-11-25,2019-12-02,0.991299999999999
2019-11-26,2019-12-03,1.0100999999999996
2019-11-27,2019-12-04,0.9962999999999997
2019-11-28,2019-12-05,0.982899999999999
2019-11-29,2019-12-06,0.9713999999999992
2019-12-02,2019-12-09,0.9777000000000005
2019-12-03,2019-12-10,0.9891000000000005
2019-12-04,2019-12-11,0.9924999999999997
2019-12-05,2019-12-12,1.0130999999999997
2019-12-06,2019-12-13,1.0472000000000001
2019-12-09,2019-12-16,1.0312999999999999
2019-12-10,2019-12-17,0.9801000000000002
2019-12-11,2019-12-18,1.0080999999999989
2019-12-12,2019-12-19,1.072099999999999
2019-12-13,2019-12-20,1.1667000000000005
2019-12-16,2019-12-23,1.1754999999999995
2019-12-17,2019-12-27,1.1554000000000002
2019-12-18,2019-12-30,1.1437999999999988
2019-12-19,2019-12-31,1.1965000000000003
2019-12-20,2020-01-02,1.209299999999999
2019-12-23,2020-01-03,1.2216000000000005
2019-12-27,2020-01-06,1.3337000000000003
2019-12-30,2020-01-07,1.3727
2019-12-31,2020-01-08,1.3920999999999992
2020-01-02,2020-01-09,1.3804999999999996
2020-01-03,2020-01-10,1.3524999999999991
2020-01-06,2020-01-13,1.3741000000000003
2020-01-07,2020-01-14,1.3514
